,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est_Tpk,Max_response,Slope,Intercept,R_Squared,AIC,BIC,Delta_AIC,Delta_BIC,Best_Type,Rank,Corrected,Number_Of_Data_Points,Points_Before_Peak,Points_After_Peak,Number_Of_Variables,Tpk_std,Response_std,E_std,B0_est,E_est,E_D_est,E_D_L_est,T_pk_est,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespiratoryPathway,ConLabGrowthTemp
333_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.883515275843082,1.0829049690948842,376.50213517030414,1.0833162748017924,NA,NA,NA,NA,NA,0.9943389255079227,5.481645307552128,9.90617855649213,NA,NA,schoolfield_two_factor_tpk,1,False,12,12,0,4,0.40000000000009095,0.0007894690270888658,0.06692509278910719,2.733015947119958,1.3333451042101916,16.852226574425337,0.6104371792238548,312.7039,333,EC_Daughtry1997,"2011, Lihan Huang and Andy Hwang and John Phillips, 'Effect of Temperature on Microbial Growth Rate-Mathematical Analysis: The Arrhenius and Eyring-Polanyi Connections'. Journal of Food Science, 76(8),ppE553-E560",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
334_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-1.9258220316484476,1.3294750956485608,313.7241538439343,1.7031050641619099,NA,313.6463300000085,47.45314850328396,NA,NA,0.9928365644295332,23.259538184856922,29.711396974337745,NA,NA,schoolfield_two_factor_tpk,1,False,18,16,2,4,0.8890416726553586,7.409562062698159,0.17007060070434854,2.449072196778784,0.882029907139728,6.19429491356988,-0.02692270717991052,309.3012,334,EC_Ingraham1958,"2011, Lihan Huang and Andy Hwang and John Phillips, 'Effect of Temperature on Microbial Growth Rate-Mathematical Analysis: The Arrhenius and Eyring-Polanyi Connections'. Journal of Food Science, 76(8),ppE553-E560",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
335_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-1.4401631461335267,1.1007623285809232,410.31969357374174,1.1007900848120857,NA,NA,NA,NA,NA,0.9988221345424922,-5.1560993722509085,-3.426548626974343,NA,NA,schoolfield_two_factor_tpk,1,False,7,7,0,4,0.0,0.0,0.0,5.035440500080178,1.3476300796107137,5.776497378899206,2.015017786067756,318.6291246221584,335,EC_Ratkowsky1991,"2011, Lihan Huang and Andy Hwang and John Phillips, 'Effect of Temperature on Microbial Growth Rate-Mathematical Analysis: The Arrhenius and Eyring-Polanyi Connections'. Journal of Food Science, 76(8),ppE553-E560",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
345_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.34744308813750724,0.5940161734369158,310.6961458445437,7.435605883709741,NA,310.55560000000753,27.44969993836512,NA,NA,0.9623807593182533,28.204156358550367,36.29853548289137,NA,NA,schoolfield_two_factor_tpk,1,False,25,22,3,4,0.37961159097170033,1.04876804795889,0.038037528723474934,2.5230575601370373,1.3338819188788729,1.6773871052264724,0.6244356574671042,311.1747,345,Krist1998,"1998, K Krist, 'Final optical density and growth rate; effects of temperature and NaCl differ from acidity'. International Journal of Food Microbiology, 43(3),pp195-203",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,37.0
354_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.19724532947882023,0.8486885055782307,312.8667985138976,3.5974411429464217,NA,312.7407800000085,60.89129492328808,NA,NA,0.9723437292294171,235.17626283505697,250.0498177275739,NA,NA,schoolfield_two_factor_tpk,1,False,97,81,16,4,0.18954461216298482,1.0377523942884401,0.030947038214621404,2.3970716609959926,0.9171764695138195,1.525025258252577,0.2781945640129525,313.14599999999996,354,Van_Derlinden_E_coli,"2012, E. Van Derlinden and J.F. Van Impe, 'Modeling growth rates as a function of temperature: Model performance evaluation with focus on the suboptimal temperature range'. International Journal of Food Microbiology, 158(1),pp73-78",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
355_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.2039896298486243,0.833043217973743,314.82442523134404,1.7264457688798922,NA,314.6958200000087,68.61504045037644,NA,NA,0.9959201511010134,16.191704373360732,17.921255118637298,NA,NA,schoolfield_two_factor_tpk,1,False,7,6,1,4,0.8252296056716487,281.6585167872194,0.1397805283332818,3.2542812691303227,1.0989859981719396,9.708192083322146,0.7329741869163634,313.19039999999995,355,Membre_Ecoli_Strain1,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
356_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.09553364591244491,0.7800691074916557,312.766019817476,3.858310593247488,NA,312.66887000000827,58.317082607151114,NA,NA,0.9955463189727066,13.066129251231352,14.795679996507918,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,0.5346578345073885,2.496165104344555,0.07942270524228838,2.9916134026393775,1.08178017411047,1.9920743196846074,0.9102832094954376,313.19039999999995,356,Membre_Ecoli_Strain2,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
357_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.07715225243091335,0.8624848733194155,311.8580046813548,4.001973893650419,NA,311.79582000000806,68.48725288548354,NA,NA,0.9968430024902663,13.089750284220123,14.819301029496689,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,0.35399293778274304,2.0478181030698326,0.07780256151719538,3.110798020723665,0.9331849201558097,1.5582162535959627,0.5289027965748372,313.2174,357,Membre_Ecoli_Strain4,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
358_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-1.0136029414461456,1.2271384928598514,311.70164328395305,1.6082595551489933,NA,311.64191000000807,54.1941912636386,NA,NA,0.9991343645478817,2.2992648644709393,4.028815609747505,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,0.4581772473618648,2.78394331202311,0.12578844440925505,3.155746869825405,1.036877548220855,7.596671999299267,0.7647991806108843,313.19039999999995,358,Membre_Ecoli_Strain6,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
359_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.2493947899865642,0.8228381206258217,313.2888075836888,2.196728061346407,NA,313.1688700000084,70.62291186643547,NA,NA,0.9949896048954652,17.775703695191176,19.505254440467745,NA,NA,schoolfield_two_factor_tpk,1,False,7,6,1,4,0.6716295356659923,63.98003724180813,0.12061817083009226,3.307385918221194,1.003273284152775,3.7795066379580975,0.6712087057169116,313.19039999999995,359,Membre_Ecoli_Strain9,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,30.0
437_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.7699674449531126,0.7025228248953734,312.65008395414475,4.331735676212751,NA,312.55000000000837,78.4454725322987,NA,NA,0.9580528455961275,196.23152893897614,208.4467852781489,NA,NA,schoolfield_two_factor_tpk,1,False,57,47,10,4,0.29884383881894,1.9071630105178532,0.038016264112509454,3.4914562797422586,1.128230308381013,1.7964779727183533,0.40424701099562454,311.65,437,E_coli_M23,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
451_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.7725144076458229,0.6501887217567683,313.2906117509291,4.165533105778936,NA,313.16000000000815,62.84167041542861,NA,NA,0.9739741194221565,67.94870427018043,76.23918696028784,NA,NA,schoolfield_two_factor_tpk,1,False,26,22,4,4,0.37159677070725844,1.9185513138188328,0.04228696056136689,3.1219785943648763,1.2254941363546665,1.9084737164063197,0.5786586202292706,314.35999999999996,451,E_coli_ONT H8_R91,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
452_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.811527606429507,0.6543604446585021,313.6797515727124,3.383911582007486,NA,313.56000000000796,65.84449343898075,NA,NA,0.9697670043394648,74.49987835474607,82.79036104485348,NA,NA,schoolfield_two_factor_tpk,1,False,26,22,4,4,0.4543101913892026,2.4306772500492038,0.0493409984713116,3.309124197131106,1.2548181212997964,2.2907047340013476,0.6126480483281329,313.26,452,E_coli_O126_H21,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
453_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.9002716115518037,0.6325374280441018,313.9587582526792,3.820010712425753,NA,313.86000000000865,67.4229691244819,NA,NA,0.9553962529361173,89.62700638059364,98.1061907106153,NA,NA,schoolfield_two_factor_tpk,1,False,27,23,4,4,0.5155229480829353,2.8856611938265773,0.053904964399106865,3.3198033613768523,1.1836053274699285,1.5332185667757727,0.6029938065316964,316.76,453,E_coli_NT_R31,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
454_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.8016793458023682,0.6425586512417145,313.3411532524565,3.6262860547751474,NA,313.26000000000823,60.761320172961,NA,NA,0.9623425892114359,76.25210887913617,84.54259156924358,NA,NA,schoolfield_two_factor_tpk,1,False,26,22,4,4,0.47882262895575883,2.5547925250309995,0.052070039426558454,3.213324444429865,1.2878390417322811,2.1756480210914537,0.6535570843017335,314.76,454,E_coli_O81_H-_R106,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
455_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.08721157957867263,0.7927680812488758,314.5533385151,2.346573728768996,NA,314.4600000000085,60.74437832073642,NA,NA,0.9912269652955498,40.959019035345406,49.05339815968641,NA,NA,schoolfield_two_factor_tpk,1,False,25,22,3,4,0.291347884838793,2.0129548200289427,0.04831628119901735,3.0256017071562686,1.2590576278160133,2.2432723169814555,0.7042111493137762,316.76,455,E_coli_O88_H-_R171,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
456_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.392874795256608,0.943113842409488,314.7788777297801,1.6224525601265163,NA,314.66000000000855,56.467719210775265,NA,NA,0.9936400853960444,31.027689670481113,39.12206879482211,NA,NA,schoolfield_two_factor_tpk,1,False,25,23,2,4,0.5172762414804315,3.832824699001091,0.07584961758179565,2.9987883988421475,1.2392371783047156,2.6610639397543325,0.6908199834018575,316.65999999999997,456,E_coli_O88_H-_R172,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
457_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.8094365789279325,0.7561213924196184,311.6070437579692,2.7415191135245958,NA,311.460000000008,85.60686015171395,NA,NA,0.9783549586771795,134.40797580823235,145.7639808627718,NA,NA,schoolfield_two_factor_tpk,1,False,48,43,5,4,0.253740024434517,2.052566328093321,0.043954189866627996,3.6093504144903754,1.343291778987743,1.9743551324121094,0.6670237811785564,314.55999999999995,457,E_coli_O157_H-,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
458_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.09540272959888763,0.8967418278754602,312.89932587930616,1.7676084049291245,NA,312.7600000000083,56.531608139530185,NA,NA,0.9842461170248369,53.86417081569384,62.15465350580125,NA,NA,schoolfield_two_factor_tpk,1,False,26,24,2,4,0.6014945098713216,6.517771558271217,0.09200138506369318,3.1450883921054698,1.1565356492757624,3.2852711064241324,0.7677336260373253,312.76,458,E_coli_O157_H7,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
459_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,0.3912098819804489,0.734667682992785,313.49659835297325,3.3913529338750763,NA,313.3600000000085,64.22967607939965,NA,NA,0.9778642122757726,68.41977770371513,76.89896203373678,NA,NA,schoolfield_two_factor_tpk,1,False,27,23,4,4,0.36264273052145934,2.162624951160418,0.04708514728168711,2.9849544003821125,1.0354597533768055,2.1910996500795323,0.530684421866796,314.15999999999997,459,E_coli_O111_H-,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
467_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.24273400549682198,0.736302151018297,311.31811017139887,3.011350315878535,NA,311.25461827000703,27.40588293798239,NA,NA,0.9953195497065727,-5.302782268668773,-0.8782490197287718,NA,NA,schoolfield_two_factor_tpk,1,False,12,10,2,4,0.26634547114608925,0.7816817045504739,0.03929844685159909,2.40295011190919,1.360634139683639,2.9295223956814764,0.4831350792944291,312.09622550999995,467,Krist1997_Ecoli_0.998_2mM_betaine,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
468_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.42166044408665987,0.3803114155421987,309.86416567140753,6.005630965697109,NA,309.7438314400036,4.164034306056516,NA,NA,0.9852808220904328,-22.951399852890518,-21.992602506750245,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.7071063277317668,1.5834794729693131,0.06670599549467732,0.9322270711725089,3.1446773990516275,3.939462985205155,-6.289354798103255,310.31326124,468,Krist1997_Ecoli_0.977,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
469_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-1.1121447949565169,1.0242225007917123,311.933282067902,1.4858099807510872,NA,311.7884986500069,22.808636345802597,NA,NA,0.9965506201588455,-11.67821960077005,-7.253686351830048,NA,NA,schoolfield_two_factor_tpk,1,False,12,10,2,4,0.43155522242244354,1.1317018700378523,0.0881614308298396,2.4785585431278214,1.2859487672895775,8.786610497573246,0.4822975222200421,310.31326124,469,Krist1997_Ecoli_0.998,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
470_Sch_TF_TKP,Escherichia coli,schoolfield_two_factor_tpk,Specific Growth Rate,-0.5997545134192773,0.6093765678133622,312.83345582872766,4.5139672698111495,NA,312.7397124200061,12.655566394056063,NA,NA,0.9793719541653683,-6.609035136050199,-3.0961096710799687,NA,NA,schoolfield_two_factor_tpk,1,False,10,9,1,4,0.7087014460891876,131.80532176458632,0.06518613615308733,1.6270734874854138,1.9079020125871824,3.7222108049215086,1.2079341793296288,312.09622550999995,470,Krist1997_Ecoli_0.977_2mM_betaine,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,True,Aerobic,NA
